claim_id,policy_id,claimant_id,repair_shop_id,policy_start_date,incident_date,claim_report_date,claim_type,damage_area,estimated_repair_cost,incident_city,prior_claims_12m,linked_claims_same_phone,linked_claims_same_repair_shop,claimant_narrative,adjuster_note,fraud_pattern_type,is_suspicious,days_since_policy_start,reporting_delay_days,repair_cost_band,adjuster_suspicious_keyword_hits,rule_score,rule_hits,rule_score_normalized,anomaly_prediction,anomaly_decision_score,anomaly_score_raw,anomaly_score_normalized,final_score,risk_level,review_decision
CLM-00694,POL-5997,CUST-2402,SHOP-010,2025-08-03,2025-08-10,2025-08-14,vandalism,rear,10821,Quebec City,0,0,39,My parked car was vandalized in Quebec City and the rear was damaged.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1,7,4,very_high,2,10,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""single-area damage with unusually high repair cost""]",52.63157894736842,1,0.10044031194902853,-0.10044031194902853,22.971423461692954,40.76751675309823,medium,review_with_slm
CLM-00851,POL-3898,CUST-8220,SHOP-019,2024-06-30,2025-12-31,2026-01-01,theft,front,10096,Montreal,2,18,58,I discovered my vehicle missing in Montreal and reported it immediately.,Repeated entity pattern detected across recent claims.,repeated_entity,1,549,1,very_high,0,9,"[""repair estimate above normal threshold"", ""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims"", ""single-area damage with unusually high repair cost""]",47.368421052631575,-1,-0.08221006795586616,0.08221006795586616,89.16440698700214,64.0868154263798,high,priority_investigation
CLM-00905,POL-5962,CUST-4428,SHOP-003,2025-10-15,2025-12-08,2025-12-09,collision,front,1927,Longueuil,3,20,73,I was driving in Longueuil when another vehicle hit the front of my car.,Repeated entity pattern detected across recent claims.,repeated_entity,1,54,1,low,0,6,"[""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims""]",31.57894736842105,-1,-0.047403225748091526,0.047403225748091526,76.55031478513028,49.56749433510474,medium,review_with_slm
CLM-00599,POL-3370,CUST-5863,SHOP-027,2024-08-12,2026-02-04,2026-02-09,theft,rear,9927,Longueuil,0,1,2,My car was stolen in Longueuil and later found with damage.,Claim details and visible damage are coherent.,normal,0,541,5,very_high,0,3,"[""repair estimate above normal threshold"", ""brief theft narrative with limited detail""]",15.789473684210526,-1,-0.046040044414331405,0.046040044414331405,76.05629424372995,39.8962019080183,medium,review_with_slm
CLM-00747,POL-8134,CUST-5820,SHOP-024,2025-11-23,2025-12-02,2025-12-06,theft,left side,8725,Sherbrooke,0,0,24,My car was stolen in Sherbrooke and later found with damage.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1,9,4,very_high,2,9,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",47.368421052631575,1,0.11664773790616634,-0.11664773790616634,17.097809183271504,35.26017630488755,medium,review_with_slm
CLM-00675,POL-8565,CUST-5659,SHOP-005,2025-02-16,2025-02-23,2025-02-26,vandalism,front,10279,Sherbrooke,0,0,35,My parked car was vandalized in Sherbrooke and the front was damaged.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,7,3,very_high,1,10,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""single-area damage with unusually high repair cost""]",52.63157894736842,1,0.12061004314033597,-0.12061004314033597,15.661859226724998,37.843691059111045,medium,review_with_slm
CLM-00745,POL-1091,CUST-5393,SHOP-023,2024-08-02,2024-08-10,2024-08-11,theft,left side,10077,Laval,1,0,27,I discovered my vehicle missing in Laval and reported it immediately.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,8,1,very_high,1,10,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""single-area damage with unusually high repair cost""]",52.63157894736842,1,0.11833885700810443,-0.11833885700810443,16.484943122373025,38.172924617370256,medium,review_with_slm
CLM-00992,POL-1802,CUST-6999,SHOP-014,2024-06-23,2024-07-03,2024-07-07,vandalism,front,9497,Sherbrooke,3,15,56,I was hit on the front while driving in Sherbrooke.,"Claim reported shortly after policy start. Estimate is unusually high. Observed damage on the left side, inconsistent with claimant statement. Repair shop is linked to several flagged claims.",mixed,1,10,4,very_high,5,16,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""narrative inconsistency detected""]",84.21052631578947,-1,-0.04468576356239362,0.04468576356239362,75.5654992606172,80.75251549372055,high,priority_investigation
CLM-00752,POL-7181,CUST-7316,SHOP-023,2025-04-30,2025-11-27,2025-11-29,vandalism,left side,12014,Montreal,0,0,27,My parked car was vandalized in Montreal and the left side was damaged.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1,211,2,very_high,1,8,"[""repair estimate above normal threshold"", ""repair estimate exceptionally high"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""single-area damage with unusually high repair cost""]",42.10526315789473,1,0.09833957933756632,-0.09833957933756632,23.732734548009894,34.7562517139408,medium,review_with_slm
CLM-00870,POL-8693,CUST-5607,SHOP-014,2024-09-12,2025-02-05,2025-02-10,collision,right side,1897,Montreal,3,15,56,I lost control briefly and damaged the right side of my vehicle in Montreal.,Claim linked to multiple prior files sharing the same contact number and repair shop.,repeated_entity,1,146,5,low,1,8,"[""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",42.10526315789473,-1,-0.059965000194499685,0.059965000194499685,81.1027352586749,57.7042519982068,medium,review_with_slm
CLM-00795,POL-1233,CUST-2060,SHOP-011,2024-08-18,2025-07-30,2025-07-31,collision,rear,14881,Gatineau,0,0,28,Another driver struck my vehicle on the rear while I was driving in Gatineau.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1,346,1,very_high,0,6,"[""repair estimate above normal threshold"", ""repair estimate exceptionally high"", ""repair shop linked to multiple claims"", ""single-area damage with unusually high repair cost""]",31.57894736842105,1,0.019947598003514533,-0.019947598003514533,52.142197105181275,39.80424726312514,medium,review_with_slm
CLM-00792,POL-5225,CUST-5510,SHOP-020,2024-02-06,2024-07-28,2024-07-29,vandalism,left side,11893,Laval,1,0,36,I found damage on the left side of my vehicle while parked in Laval.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1,173,1,very_high,1,7,"[""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""single-area damage with unusually high repair cost""]",36.84210526315789,1,0.0973313095050582,-0.0973313095050582,24.098134217296256,31.744516844813234,medium,review_with_slm
CLM-00894,POL-7132,CUST-9370,SHOP-014,2024-06-12,2025-02-03,2025-02-07,theft,left side,6603,Longueuil,4,20,56,I discovered my vehicle missing in Longueuil and reported it immediately.,Repeated entity pattern detected across recent claims.,repeated_entity,1,236,4,high,0,6,"[""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims""]",31.57894736842105,-1,-0.0503878810144478,0.0503878810144478,77.63196179280428,50.00015313817434,medium,review_with_slm
CLM-00650,POL-2228,CUST-3496,SHOP-019,2025-10-04,2025-10-08,2025-10-09,collision,rear,9294,Gatineau,0,0,58,I lost control briefly and damaged the rear of my vehicle in Gatineau.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1,4,1,very_high,2,9,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",47.368421052631575,1,0.046240826637412136,-0.046240826637412136,42.613461108590386,45.4664370750151,medium,review_with_slm
CLM-00740,POL-9216,CUST-7519,SHOP-026,2025-05-11,2025-05-15,2025-05-18,theft,left side,7695,Laval,0,0,32,My car was stolen in Laval and later found with damage.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,4,3,high,1,8,"[""claim filed shortly after policy start"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""brief theft narrative with limited detail""]",42.10526315789473,1,0.12035680129402099,-0.12035680129402099,15.753634745449757,31.564611792916743,medium,review_with_slm
CLM-00985,POL-8364,CUST-4696,SHOP-003,2024-05-17,2024-05-21,2024-05-24,vandalism,rear,15262,Sherbrooke,5,20,73,I was hit on the rear while driving in Sherbrooke.,"Claim reported shortly after policy start. Estimate is unusually high. Observed damage on the front, inconsistent with claimant statement. Repair shop is linked to several flagged claims.",mixed,1,4,3,very_high,5,18,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair estimate exceptionally high"", ""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""narrative inconsistency detected"", ""single-area damage with unusually high repair cost""]",94.73684210526315,-1,-0.10772091149604868,0.10772091149604868,98.40960454449589,96.20594708095625,high,priority_investigation
CLM-00815,POL-8185,CUST-7540,SHOP-007,2024-07-29,2025-09-21,2025-09-25,collision,front,11400,Gatineau,0,0,31,I was driving in Gatineau when another vehicle hit the front of my car.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1,419,4,very_high,0,5,"[""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""single-area damage with unusually high repair cost""]",26.31578947368421,1,0.05547882727828746,-0.05547882727828746,39.265585103368515,31.49570772555793,medium,review_with_slm
CLM-00932,POL-7183,CUST-3226,SHOP-001,2024-10-21,2025-07-13,2025-07-17,theft,right side,9508,Gatineau,1,0,33,Another vehicle struck me on the right side in Gatineau.,Inspection found primary damage on the left side. Damage pattern does not match the claimant statement.,narrative_inconsistency,1,265,4,very_high,1,10,"[""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""narrative inconsistency detected"", ""brief theft narrative with limited detail""]",52.63157894736842,1,0.10435260186353945,-0.10435260186353945,21.553599190030898,40.200387044433405,medium,review_with_slm
CLM-00706,POL-6840,CUST-3258,SHOP-026,2024-03-09,2024-03-14,2024-03-15,vandalism,right side,11927,Gatineau,0,0,32,My parked car was vandalized in Gatineau and the right side was damaged.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1,5,1,very_high,2,10,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""single-area damage with unusually high repair cost""]",52.63157894736842,1,0.0964622511057241,-0.0964622511057241,24.41308329289964,41.3441806855809,medium,review_with_slm
CLM-00696,POL-8582,CUST-9487,SHOP-015,2024-02-25,2024-03-06,2024-03-07,theft,front,8679,Gatineau,0,0,28,I discovered my vehicle missing in Gatineau and reported it immediately.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,10,1,very_high,1,9,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",47.368421052631575,1,0.12434368589556055,-0.12434368589556055,14.30877716078757,34.144563495893976,medium,review_with_slm
CLM-00908,POL-6527,CUST-4954,SHOP-014,2025-04-25,2025-06-11,2025-06-13,theft,right side,6774,Gatineau,2,18,56,My car was stolen in Gatineau and later found with damage.,Repeated entity pattern detected across recent claims.,repeated_entity,1,47,2,high,0,7,"[""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims"", ""brief theft narrative with limited detail""]",36.84210526315789,-1,-0.03039809870192478,0.03039809870192478,70.3876115101696,50.26030776196258,medium,review_with_slm
CLM-00796,POL-4318,CUST-6956,SHOP-022,2024-02-03,2025-04-16,2025-04-21,collision,left side,11658,Montreal,1,0,23,Another driver struck my vehicle on the left side while I was driving in Montreal.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1,438,5,very_high,0,5,"[""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""single-area damage with unusually high repair cost""]",26.31578947368421,1,0.015987202690745828,-0.015987202690745828,53.57745490113173,37.22045564466322,medium,review_with_slm
CLM-00728,POL-8138,CUST-5739,SHOP-025,2025-05-03,2025-05-07,2025-05-12,collision,front,11817,Montreal,1,0,28,Another driver struck my vehicle on the front while I was driving in Montreal.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1,4,5,very_high,2,10,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""single-area damage with unusually high repair cost""]",52.63157894736842,1,0.08243408703275507,-0.08243408703275507,29.496927267688378,43.3777182754964,medium,review_with_slm
CLM-00686,POL-8775,CUST-8011,SHOP-011,2024-01-22,2024-01-25,2024-01-26,collision,rear,7142,Gatineau,1,0,28,I lost control briefly and damaged the rear of my vehicle in Gatineau.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1,3,1,high,2,7,"[""claim filed shortly after policy start"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",36.84210526315789,1,0.10686284155152515,-0.10686284155152515,20.643881649898034,30.36281581785395,medium,review_with_slm
CLM-00655,POL-2022,CUST-6922,SHOP-026,2025-03-16,2025-03-19,2025-03-22,collision,rear,10318,Sherbrooke,1,0,32,I lost control briefly and damaged the rear of my vehicle in Sherbrooke.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,3,3,very_high,1,10,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""single-area damage with unusually high repair cost""]",52.63157894736842,1,0.12088597920563038,-0.12088597920563038,15.561859262675744,37.80369107349134,medium,review_with_slm
CLM-00647,POL-1530,CUST-4937,SHOP-009,2024-03-28,2024-04-07,2024-04-09,collision,right side,9576,Montreal,1,0,37,I was driving in Montreal when another vehicle hit the right side of my car.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1,10,2,very_high,2,9,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",47.368421052631575,1,0.12434389723483491,-0.12434389723483491,14.308700570872382,34.1445328599279,medium,review_with_slm
CLM-00682,POL-6766,CUST-5351,SHOP-004,2025-07-17,2025-07-19,2025-07-23,theft,rear,10461,Quebec City,1,0,43,I discovered my vehicle missing in Quebec City and reported it immediately.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,2,4,very_high,1,10,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""single-area damage with unusually high repair cost""]",52.63157894736842,1,0.08747525713319271,-0.08747525713319271,27.669993813839,42.64694489395665,medium,review_with_slm
CLM-00875,POL-3105,CUST-2753,SHOP-014,2024-03-17,2024-10-14,2024-10-16,collision,rear,4142,Laval,4,21,56,I was driving in Laval when another vehicle hit the rear of my car.,Repeated entity pattern detected across recent claims.,repeated_entity,1,211,2,medium,0,6,"[""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims""]",31.57894736842105,-1,-0.03379456285380944,0.03379456285380944,71.61849915336569,47.59476808239891,medium,review_with_slm
CLM-00876,POL-2733,CUST-2998,SHOP-019,2025-12-22,2026-01-29,2026-01-30,vandalism,front,2560,Montreal,3,18,58,My parked car was vandalized in Montreal and the front was damaged.,Repeated entity pattern detected across recent claims.,repeated_entity,1,38,1,medium,0,6,"[""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims""]",31.57894736842105,-1,-0.0329929222045936,0.0329929222045936,71.32798244973554,47.478561400946845,medium,review_with_slm
CLM-00624,POL-4633,CUST-6507,SHOP-014,2025-05-05,2025-05-07,2025-05-09,theft,front,7334,Montreal,1,0,56,I discovered my vehicle missing in Montreal and reported it immediately.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,2,2,high,1,7,"[""claim filed shortly after policy start"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",36.84210526315789,1,0.06164692628332569,-0.06164692628332569,37.03024961687479,36.91736300464465,medium,review_with_slm
CLM-00971,POL-4578,CUST-3075,SHOP-006,2025-11-29,2026-03-04,2026-03-05,theft,front,10582,Gatineau,1,0,35,Another vehicle struck me on the front in Gatineau.,Inspection found primary damage on the rear. Damage pattern does not match the claimant statement.,narrative_inconsistency,1,95,1,very_high,1,11,"[""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""narrative inconsistency detected"", ""brief theft narrative with limited detail"", ""single-area damage with unusually high repair cost""]",57.89473684210527,1,0.11666641526216864,-0.11666641526216864,17.09104045977473,41.573258289173054,medium,review_with_slm
CLM-00939,POL-6409,CUST-8206,SHOP-024,2025-10-12,2026-01-18,2026-01-19,collision,rear,2181,Gatineau,1,0,24,Another vehicle struck me on the rear in Gatineau.,Inspection found primary damage on the front. Damage pattern does not match the claimant statement.,narrative_inconsistency,1,98,1,low,1,7,"[""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""narrative inconsistency detected""]",36.84210526315789,1,0.09474691633696808,-0.09474691633696808,25.034725175866313,32.11915322824126,medium,review_with_slm
CLM-00837,POL-1783,CUST-6316,SHOP-015,2025-12-16,2026-02-17,2026-02-18,collision,left side,14788,Longueuil,0,0,28,I lost control briefly and damaged the left side of my vehicle in Longueuil.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1,63,1,very_high,1,8,"[""repair estimate above normal threshold"", ""repair estimate exceptionally high"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""single-area damage with unusually high repair cost""]",42.10526315789473,1,0.04334361211479065,-0.04334361211479065,43.66341935814359,42.72852563799428,medium,review_with_slm
CLM-00551,POL-4596,CUST-4325,SHOP-015,2024-08-28,2025-11-06,2025-11-07,theft,right side,8089,Gatineau,0,1,2,I discovered my vehicle missing in Gatineau and reported it immediately.,Observed damage aligns with reported incident details.,normal,0,435,1,very_high,0,2,"[""repair estimate above normal threshold""]",10.526315789473683,-1,-0.004700763148297926,0.004700763148297926,61.07482875093714,30.745720974059065,medium,review_with_slm
CLM-00772,POL-3109,CUST-9306,SHOP-013,2025-12-03,2026-03-01,2026-03-01,theft,right side,14397,Montreal,1,0,29,I discovered my vehicle missing in Montreal and reported it immediately.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1,88,0,very_high,1,8,"[""repair estimate above normal threshold"", ""repair estimate exceptionally high"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""single-area damage with unusually high repair cost""]",42.10526315789473,1,0.03182476877426743,-0.03182476877426743,47.837878824731526,44.398309424629446,medium,review_with_slm
CLM-00847,POL-5076,CUST-3938,SHOP-027,2024-07-04,2024-09-02,2024-09-07,theft,front,13705,Montreal,0,0,28,I discovered my vehicle missing in Montreal and reported it immediately.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1,60,5,very_high,1,8,"[""repair estimate above normal threshold"", ""repair estimate exceptionally high"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""single-area damage with unusually high repair cost""]",42.10526315789473,1,0.05268037786654656,-0.05268037786654656,40.279750614024614,41.37505814034668,medium,review_with_slm
CLM-00972,POL-7364,CUST-4153,SHOP-027,2025-06-24,2025-10-06,2025-10-08,collision,right side,3919,Quebec City,1,0,28,Another vehicle struck me on the right side in Quebec City.,Inspection found primary damage on the left side. Damage pattern does not match the claimant statement.,narrative_inconsistency,1,104,2,medium,1,7,"[""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""narrative inconsistency detected""]",36.84210526315789,1,0.10753074052755451,-0.10753074052755451,20.401833284381883,30.265996471647487,medium,review_with_slm
CLM-00632,POL-3895,CUST-5194,SHOP-001,2025-07-04,2025-07-08,2025-07-12,collision,right side,8898,Sherbrooke,0,0,33,I lost control briefly and damaged the right side of my vehicle in Sherbrooke.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1,4,4,very_high,2,9,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",47.368421052631575,1,0.12024901064269766,-0.12024901064269766,15.792698364211144,34.73813197726341,medium,review_with_slm
CLM-00951,POL-8355,CUST-3066,SHOP-005,2024-03-16,2025-01-29,2025-01-31,vandalism,left side,3872,Laval,1,0,35,Another vehicle struck me on the left side in Laval.,Inspection found primary damage on the right side. Damage pattern does not match the claimant statement.,narrative_inconsistency,1,319,2,medium,1,7,"[""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""narrative inconsistency detected""]",36.84210526315789,1,0.073942628620142,-0.073942628620142,32.57425438359481,35.13496491133266,medium,review_with_slm
CLM-00606,POL-7640,CUST-1323,SHOP-013,2025-07-23,2025-08-02,2025-08-06,vandalism,right side,9574,Gatineau,0,0,29,My parked car was vandalized in Gatineau and the right side was damaged.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,10,4,very_high,1,9,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",47.368421052631575,1,0.12120409620895112,-0.12120409620895112,15.446572814484973,34.599681757372934,medium,review_with_slm
CLM-00601,POL-7419,CUST-5900,SHOP-027,2025-11-06,2025-11-11,2025-11-16,vandalism,right side,10225,Quebec City,1,0,28,I found damage on the right side of my vehicle while parked in Quebec City.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,5,5,very_high,1,10,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""single-area damage with unusually high repair cost""]",52.63157894736842,1,0.10083391023568372,-0.10083391023568372,22.828782395642484,40.710460326678046,medium,review_with_slm
